#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)
39	40.56	49.50	50.65	39.51	46.22	54.12	43.60	30.93
40	41.52	51.18	52.50	40.47	47.71	55.83	45.17	31.03
41	42.49	52.63	54.04	41.45	49.15	57.31	46.66	31.14
42	43.45	53.68	55.04	42.40	50.50	58.15	48.01	31.24
43	44.31	52.65	53.50	43.22	51.31	55.80	48.87	31.35
44	44.81	50.68	51.09	43.66	51.17	53.07	48.84	31.49
45	44.94	48.77	48.81	43.70	50.56	50.79	48.19	31.64
46	44.79	47.08	46.83	43.43	49.69	48.94	47.19	31.81
47	44.46	45.68	45.18	43.02	48.75	47.44	46.08	31.97
48	44.07	44.53	43.83	42.53	47.83	46.21	44.97	32.14
49	43.64	43.56	42.71	42.02	46.90	45.16	43.90	32.29
50	43.19	42.81	41.85	41.50	46.00	44.44	42.91	32.44
51	42.77	44.03	43.47	41.04	45.47	47.13	42.28	32.56
52	42.68	46.55	46.42	40.96	46.03	50.55	42.62	32.66
53	43.03	49.07	49.30	41.32	47.16	53.42	43.67	32.75
54	43.66	51.29	51.80	41.99	48.51	55.75	45.07	32.84
55	44.48	53.18	53.92	42.83	49.93	57.66	46.58	32.93
56	45.37	54.79	55.69	43.73	51.33	59.29	48.09	33.01
57	46.29	56.15	57.17	44.67	52.71	60.70	49.53	33.11
58	47.18	57.18	58.17	45.56	54.00	61.58	50.83	33.21
59	47.97	56.19	56.66	46.31	54.79	59.27	51.67	33.32
60	48.41	54.17	54.19	46.70	54.62	56.49	51.62	33.46
61	48.50	52.19	51.81	46.67	53.94	54.14	50.90	33.58
62	48.30	50.47	49.78	46.38	53.05	52.24	49.87	33.73
63	47.95	49.01	48.08	45.93	52.07	50.67	48.73	33.90
64	47.52	47.80	46.67	45.40	51.06	49.36	47.57	34.05
65	47.06	46.80	45.52	44.84	50.07	48.24	46.47	34.18
66	46.57	45.95	44.56	44.26	49.09	47.26	45.44	34.28
