#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)
1	24.93	24.61	24.97	25.13	23.67	23.71	25.06	26.22
2	24.86	25.77	26.53	25.08	23.79	26.22	25.17	26.16
3	24.98	28.80	30.15	25.26	24.89	30.64	26.07	26.09
4	25.53	32.00	33.82	25.89	26.68	34.50	27.75	26.04
5	26.43	34.85	37.06	26.86	28.72	37.67	29.79	26.00
6	27.51	37.32	39.81	28.04	30.83	40.33	31.94	25.97
7	28.71	39.41	42.13	29.30	32.89	42.60	34.05	25.98
8	29.94	41.22	44.08	30.58	34.88	44.57	36.03	26.00
9	31.16	42.77	45.72	31.85	36.77	46.32	37.88	26.07
10	32.37	44.15	47.13	33.08	38.56	47.88	39.56	26.17
11	33.53	45.35	48.35	34.26	40.24	49.30	41.09	26.31
12	34.67	46.42	49.42	35.40	41.82	50.59	42.48	26.48
13	35.75	47.39	50.35	36.47	43.30	51.78	43.72	26.68
14	36.81	48.28	51.19	37.50	44.68	52.87	44.85	26.92
15	37.81	49.10	51.94	38.48	45.96	53.87	45.87	27.17
16	38.78	49.85	52.62	39.41	47.17	54.80	46.79	27.46
17	39.71	50.55	53.24	40.28	48.30	55.67	47.63	27.75
18	40.61	51.22	53.81	41.12	49.35	56.48	48.39	28.06
19	41.46	51.84	54.34	41.92	50.34	57.23	49.08	28.38
20	42.29	52.43	54.83	42.67	51.26	57.93	49.71	28.70
21	43.08	52.99	55.28	43.38	52.12	58.58	50.28	29.03
22	43.78	52.56	54.34	43.99	52.77	57.25	50.63	29.34
23	44.29	50.44	51.60	44.34	52.57	54.04	50.33	29.64
24	44.40	48.12	48.81	44.29	51.71	51.15	49.33	29.92
25	44.19	46.06	46.35	43.94	50.57	48.81	47.97	30.22
26	43.78	44.32	44.30	43.41	49.34	46.87	46.47	30.51
27	43.27	42.88	42.61	42.79	48.09	45.27	44.98	30.77
28	42.73	41.68	41.23	42.12	46.85	43.91	43.57	31.00
29	42.17	40.71	40.11	41.44	45.67	42.75	42.27	31.18
30	41.60	39.88	39.17	40.77	44.53	41.72	41.10	31.33
31	41.06	39.19	38.40	40.16	43.44	40.80	40.06	31.46
32	40.53	38.61	37.77	39.55	42.45	39.98	39.13	31.54
33	40.04	38.10	37.24	38.99	41.56	39.27	38.31	31.59
34	39.55	37.66	36.78	38.46	40.74	38.65	37.60	31.62
35	39.10	37.28	36.40	37.97	39.99	38.09	36.96	31.61
36	38.65	36.94	36.08	37.50	39.26	37.56	36.40	31.59
37	38.23	36.63	35.79	37.09	38.63	37.10	35.91	31.57
38	37.84	36.36	35.55	36.70	38.06	36.69	35.50	31.53
39	37.47	36.11	35.34	36.33	37.53	36.33	35.13	31.48
40	37.13	35.90	35.15	36.00	37.05	36.00	34.81	31.42
41	36.80	35.70	34.99	35.68	36.61	35.71	34.52	31.36
42	36.47	36.21	35.76	35.34	36.21	37.07	34.29	31.28
43	36.33	38.83	38.95	35.22	36.74	41.08	34.76	31.20
44	36.61	41.82	42.42	35.56	38.10	44.73	36.08	31.13
45	37.28	44.55	45.54	36.29	39.79	47.71	37.86	31.08
46	38.17	46.89	48.18	37.24	41.58	50.19	39.79	31.04
47	39.17	48.86	50.39	38.31	43.37	52.28	41.72	31.03
48	40.23	50.55	52.25	39.42	45.10	54.07	43.56	31.03
49	41.29	51.99	53.81	40.51	46.76	55.65	45.28	31.07
50	42.34	53.25	55.13	41.60	48.33	57.05	46.85	31.15
51	43.36	54.34	56.26	42.63	49.81	58.30	48.27	31.27
52	44.35	55.31	57.24	43.62	51.19	59.45	49.56	31.41
53	45.30	56.17	58.08	44.57	52.49	60.50	50.71	31.59
54	46.22	56.96	58.82	45.46	53.70	61.45	51.75	31.80
55	47.10	57.67	59.49	46.32	54.83	62.33	52.68	32.03
56	47.95	58.32	60.09	47.13	55.88	63.13	53.52	32.28
57	48.75	58.93	60.62	47.90	56.86	63.88	54.28	32.56
58	49.53	59.50	61.12	48.62	57.77	64.57	54.96	32.84
59	50.27	60.03	61.57	49.31	58.62	65.21	55.58	33.14
60	50.98	60.53	61.98	49.97	59.42	65.80	56.15	33.45
61	51.67	61.01	62.38	50.58	60.16	66.35	56.66	33.75
62	52.25	60.76	61.74	51.09	60.74	65.45	56.98	34.03
63	52.63	58.67	59.03	51.37	60.55	62.22	56.75	34.29
64	52.65	56.24	56.11	51.26	59.65	59.19	55.78	34.57
65	52.34	54.04	53.52	50.81	58.41	56.64	54.41	34.84
66	51.84	52.17	51.34	50.20	57.06	54.56	52.84	35.07
67	51.26	50.62	49.53	49.46	55.67	52.79	51.26	35.28
68	50.59	49.31	48.03	48.70	54.33	51.30	49.77	35.49
69	49.92	48.21	46.79	47.94	53.05	50.00	48.41	35.66
70	49.24	47.26	45.75	47.20	51.83	48.88	47.17	35.79
71	48.60	46.48	44.89	46.49	50.68	47.89	46.04	35.89
72	47.97	45.80	44.16	45.81	49.60	46.99	45.04	35.96
73	47.36	45.19	43.54	45.16	48.60	46.19	44.16	35.98
74	46.78	44.66	43.02	44.54	47.68	45.46	43.37	35.98
75	46.23	44.19	42.55	43.96	46.84	44.82	42.67	35.96
76	45.70	43.76	42.14	43.42	46.07	44.24	42.05	35.92
77	45.19	43.38	41.77	42.89	45.35	43.69	41.50	35.85
78	44.72	43.03	41.45	42.43	44.68	43.21	41.02	35.79
79	44.25	42.69	41.13	41.95	44.05	42.75	40.57	35.68
80	43.82	42.40	40.91	41.53	43.46	42.33	40.20	35.58
81	43.40	42.11	40.67	41.13	42.93	41.95	39.86	35.48
82	42.93	42.28	41.03	40.69	42.40	42.71	39.55	35.36
83	42.66	44.60	43.93	40.46	42.68	46.53	39.84	35.25
84	42.79	47.50	47.34	40.69	43.87	50.14	41.01	35.17
85	43.34	50.17	50.42	41.31	45.45	53.13	42.68	35.09
86	44.13	52.47	53.05	42.18	47.15	55.57	44.55	35.03
87	45.06	54.42	55.25	43.19	48.85	57.61	46.43	35.00
88	46.03	56.06	57.08	44.24	50.52	59.37	48.23	34.99
89	47.03	57.46	58.61	45.28	52.11	60.90	49.91	35.01
90	48.01	58.67	59.90	46.31	53.62	62.26	51.45	35.06
91	48.96	59.72	61.01	47.30	55.04	63.47	52.84	35.15
92	49.90	60.64	61.95	48.25	56.37	64.56	54.10	35.28
93	50.78	61.44	62.78	49.15	57.61	65.56	55.25	35.45
94	51.64	62.18	63.47	50.01	58.77	66.46	56.25	35.63
95	52.46	62.84	64.10	50.82	59.84	67.28	57.14	35.85
96	53.24	63.45	64.66	51.59	60.85	68.04	57.96	36.08
97	53.99	64.01	65.16	52.31	61.78	68.74	58.70	36.35
98	54.71	64.52	65.61	53.00	62.65	69.38	59.34	36.61
99	55.40	65.01	66.02	53.65	63.45	69.97	59.93	36.89
100	56.07	65.47	66.40	54.26	64.19	70.52	60.46	37.18
101	56.70	65.89	66.75	54.85	64.90	71.03	60.95	37.47
102	57.30	66.29	67.08	55.39	65.55	71.50	61.39	37.77
103	57.88	66.68	67.38	55.92	66.16	71.94	61.80	38.07
104	58.43	67.04	67.67	56.42	66.72	72.35	62.17	38.37
105	58.96	67.39	67.94	56.88	67.25	72.74	62.51	38.67
106	59.46	67.72	68.19	57.33	67.76	73.10	62.82	38.96
107	59.86	67.77	67.94	57.60	68.12	72.85	62.97	39.18
108	60.13	65.93	65.53	57.81	67.97	69.72	62.80	39.42
109	60.08	63.41	62.51	57.66	67.02	66.42	61.85	39.66
110	59.71	61.03	59.75	57.14	65.64	63.59	60.43	39.86
111	59.08	58.95	57.35	56.38	64.12	61.25	58.78	40.05
112	58.35	57.20	55.37	55.54	62.56	59.26	57.11	40.22
113	57.53	55.70	53.70	54.64	61.05	57.57	55.50	40.37
114	56.72	54.44	52.30	53.72	59.60	56.12	53.99	40.48
115	55.91	53.37	51.12	52.85	58.21	54.83	52.63	40.56
116	55.10	52.42	50.13	52.02	56.90	53.69	51.39	40.63
117	54.29	51.58	49.28	51.18	55.67	52.66	50.28	40.65
118	53.54	50.87	48.55	50.42	54.52	51.73	49.30	40.66
119	52.80	50.20	47.91	49.66	53.45	50.89	48.41	40.63
120	52.10	49.62	47.34	48.97	52.47	50.13	47.64	40.58
121	51.44	49.09	46.85	48.29	51.54	49.43	46.95	40.48
122	50.84	48.61	46.41	47.66	50.70	48.79	46.34	40.38
123	50.27	48.18	46.01	47.07	49.92	48.21	45.79	40.25
124	49.71	47.77	45.65	46.53	49.19	47.66	45.29	40.13
125	49.17	47.38	45.31	46.00	48.50	47.15	44.85	39.98
126	48.65	47.02	45.00	45.54	47.85	46.68	44.45	39.86
127	48.14	46.78	44.88	45.09	47.18	46.56	44.07	39.72
128	47.69	48.56	47.24	44.75	47.03	49.84	44.05	39.57
129	47.63	51.35	50.57	44.79	47.95	53.51	44.95	39.45
130	48.01	54.02	53.70	45.27	49.38	56.56	46.47	39.34
131	48.68	56.34	56.40	46.04	50.98	59.06	48.24	39.25
132	49.52	58.31	58.65	46.96	52.63	61.13	50.07	39.17
133	50.43	59.96	60.51	47.97	54.24	62.91	51.84	39.13
134	51.36	61.37	62.07	48.97	55.80	64.43	53.51	39.10
135	52.29	62.57	63.37	49.97	57.27	65.78	55.04	39.12
136	53.20	63.60	64.47	50.92	58.66	66.98	56.43	39.18
137	54.08	64.51	65.41	51.83	59.96	68.06	57.67	39.27
138	54.93	65.30	66.22	52.71	61.18	69.04	58.80	39.40
139	55.75	66.02	66.92	53.53	62.31	69.92	59.80	39.55
140	56.53	66.66	67.53	54.32	63.36	70.72	60.69	39.73
141	57.28	67.24	68.07	55.06	64.34	71.47	61.50	39.94
142	57.99	67.77	68.55	55.76	65.25	72.14	62.21	40.17
143	58.67	68.26	68.99	56.43	66.09	72.77	62.85	40.40
